inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C14H13ClN2O3/c1-20-13-8-9(15)6-7-11(13)17-14(19)16-10-4-2-3-5-12(10)18/h2-8,18H,1H3,(H2,16,17,19)",IYODSFWRYWPVSR-UHFFFAOYSA-N,COc1cc(Cl)ccc1NC(O)=Nc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H28O2/c1-6-15-8-10-17(19(23)12-15)22(5)14-21(3,4)18-11-9-16(7-2)13-20(18)24-22/h8-13,23H,6-7,14H2,1-5H3",HSFAZYGPTTXFGZ-UHFFFAOYSA-N,CCc1ccc(C2(C)CC(C)(C)c3ccc(CC)cc3O2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H12ClNO2S/c1-9-10(15)5-4-6-11(9)16-14(18)19-13-8-3-2-7-12(13)17/h2-8,17H,1H3,(H,16,18)",BFHUNWMHBVSCFV-UHFFFAOYSA-N,Cc1c(Cl)cccc1N=C(O)Sc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H10FNO2S/c14-9-5-7-10(8-6-9)15-13(17)18-12-4-2-1-3-11(12)16/h1-8,16H,(H,15,17)",CTCCAODOEYCFCD-UHFFFAOYSA-N,O=C(Nc1ccc(F)cc1)Sc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H12O3/c1-2-14-11(13)7-6-9-4-3-5-10(12)8-9/h3-8,12H,2H2,1H3",DOPAESGJVMAJIC-UHFFFAOYSA-N,CCOC(=O)C=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H6Br2O/c1-4-6(9)2-5(8)3-7(4)10/h2-3,10H,1H3",VROUTHJWEHEEAY-UHFFFAOYSA-N,Cc1c(O)cc(Br)cc1Br,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H24O2/c1-13-6-8-15(17(21)10-13)20(5)12-19(3,4)16-9-7-14(2)11-18(16)22-20/h6-11,21H,12H2,1-5H3",MXPGQUVVLMPLEC-UHFFFAOYSA-N,Cc1ccc(C2(C)CC(C)(C)c3ccc(C)cc3O2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O4/c1-6(11)9-4-3-8(5-10(9)13)14-7(2)12/h3-5,13H,1-2H3",XBBMROOTCQXGMR-UHFFFAOYSA-N,CC(=O)Oc1ccc(C(C)=O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H12O3/c1-7-3-4-9(10(13)5-7)11(14)6-8(2)12/h3-5,13H,6H2,1-2H3",KGENMBQDEHJPNS-UHFFFAOYSA-N,CC(=O)CC(=O)c1ccc(C)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H14O4/c1-3-7-16-9-5-6-10(11(13)8-9)12(14)15-4-2/h3,5-6,8,13H,1,4,7H2,2H3",SITFFDHDTRYWOC-UHFFFAOYSA-N,C=CCOc1ccc(C(=O)OCC)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H19N3O/c1-3-19(4-2)14-10-11-15(16(20)12-14)18-17-13-8-6-5-7-9-13/h5-12,20H,3-4H2,1-2H3",JEECDDYJZTVOEJ-UHFFFAOYSA-N,CCN(CC)c1ccc(N=Nc2ccccc2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H13NO6/c14-9-4-2-1-3-7(9)11(17)13-8(12(18)19)5-6-10(15)16/h1-4,8,14H,5-6H2,(H,13,17)(H,15,16)(H,18,19)",SLCAFYIDOSJSMB-UHFFFAOYSA-N,O=C(O)CCC(N=C(O)c1ccccc1O)C(=O)O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H11NO3/c1-6(10-12)7-3-4-9(13-2)8(11)5-7/h3-5,11-12H,1-2H3",SBTRTFJECLENDF-UHFFFAOYSA-N,COc1ccc(C(C)=NO)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13N3OS/c18-13-8-4-5-11(9-13)10-15-17-14(19)16-12-6-2-1-3-7-12/h1-10,18H,(H2,16,17,19)",NCHUSBPRQKECMH-UHFFFAOYSA-N,Oc1cccc(C=NNC(S)=Nc2ccccc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11FN2O2/c14-9-4-6-10(7-5-9)15-13(18)16-11-2-1-3-12(17)8-11/h1-8,17H,(H2,15,16,18)",BASVXNNPMBRKEP-UHFFFAOYSA-N,OC(=Nc1cccc(O)c1)Nc1ccc(F)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H15FN4O3/c17-12-4-6-13(7-5-12)20-16(24)18-10-15(23)21-19-9-11-2-1-3-14(22)8-11/h1-9,22H,10H2,(H,21,23)(H2,18,20,24)",VSHLFIRSACPYDJ-UHFFFAOYSA-N,OC(CN=C(O)Nc1ccc(F)cc1)=NN=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15NO3S/c1-10-7-8-13(19-2)11(9-10)16-15(18)20-14-6-4-3-5-12(14)17/h3-9,17H,1-2H3,(H,16,18)",AELIWVJLRUJZIP-UHFFFAOYSA-N,COc1ccc(C)cc1N=C(O)Sc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H13NO/c17-15-10-4-9-14(12-15)16-11-5-8-13-6-2-1-3-7-13/h1-12,17H",LAMWJTQGOKUQKO-UHFFFAOYSA-N,Oc1cccc(N=CC=Cc2ccccc2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H17N3O2S/c1-11-7-8-15(21-2)13(9-11)18-16(22)19-17-10-12-5-3-4-6-14(12)20/h3-10,20H,1-2H3,(H2,18,19,22)",QFXHQMGPXNMXMF-UHFFFAOYSA-N,COc1ccc(C)cc1N=C(S)NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15NO2S/c1-2-11-7-3-4-8-12(11)16-15(18)19-14-10-6-5-9-13(14)17/h3-10,17H,2H2,1H3,(H,16,18)",GJKBXBABNJDUNC-UHFFFAOYSA-N,CCc1ccccc1N=C(O)Sc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H17NO4/c16-10-5-3-4-9(8-10)15-13(17)11-6-1-2-7-12(11)14(18)19/h3-5,8,11-12,16H,1-2,6-7H2,(H,15,17)(H,18,19)",LXSODSXUTNRYPE-UHFFFAOYSA-N,O=C(O)C1CCCCC1C(O)=Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H15ClN4O3/c17-12-5-3-6-13(8-12)20-16(24)18-10-15(23)21-19-9-11-4-1-2-7-14(11)22/h1-9,22H,10H2,(H,21,23)(H2,18,20,24)",WJRBUEKZJFUHSM-UHFFFAOYSA-N,OC(CN=C(O)Nc1cccc(Cl)c1)=NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H10N2O2/c1-7(12)11-10-6-8-4-2-3-5-9(8)13/h2-6,13H,1H3,(H,11,12)",WMMNITTVJHGRNL-UHFFFAOYSA-N,CC(O)=NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C7H8O4S/c8-7-4-2-1-3-6(7)5-12(9,10)11/h1-4,8H,5H2,(H,9,10,11)",DHKIVCMLYUCALN-UHFFFAOYSA-N,O=S(=O)(O)Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H16N2O2/c1-10-5-3-6-11(2)14(10)17-15(19)16-12-7-4-8-13(18)9-12/h3-9,18H,1-2H3,(H2,16,17,19)",LUCRTASOZHKVDJ-UHFFFAOYSA-N,Cc1cccc(C)c1NC(O)=Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H17NO4S2/c1-19-7-3-6-16-14(18)13(22-15(16)21)9-10-4-5-11(17)12(8-10)20-2/h4-5,8-9,17H,3,6-7H2,1-2H3",HDGJDHUCYGYGKT-UHFFFAOYSA-N,COCCCN1C(=O)C(=Cc2ccc(O)c(OC)c2)SC1=S,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13N3O2/c15-12-7-5-10(6-8-12)14(19)17-16-9-11-3-1-2-4-13(11)18/h1-9,18H,15H2,(H,17,19)",NKJDJXWRRISSHT-UHFFFAOYSA-N,Nc1ccc(C(=O)NN=Cc2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H17NO5/c1-20-13-7-10(8-14(21-2)15(13)22-3)16(19)17-11-5-4-6-12(18)9-11/h4-9,18H,1-3H3,(H,17,19)",QIHJCUNJWNGEAW-UHFFFAOYSA-N,COc1cc(C(O)=Nc2cccc(O)c2)cc(OC)c1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H18N2O3/c1-23-12-7-8-15(16(21)11-12)18-14-6-3-2-5-13(14)17(22)20(18)10-4-9-19-18/h2-3,5-8,11,19,21H,4,9-10H2,1H3",YPBOBFSCDHHQFC-UHFFFAOYSA-N,COc1ccc(C23NCCCN2C(=O)c2ccccc23)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H12N2O/c16-13-6-2-1-5-12(13)10-15-9-11-4-3-7-14-8-11/h1-8,10,16H,9H2",SAOJUHQWVNHEQP-UHFFFAOYSA-N,Oc1ccccc1C=NCc1cccnc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11NO/c15-13-7-2-1-5-11(13)8-9-12-6-3-4-10-14-12/h1-10,15H",QXGALKDRRMKWHN-UHFFFAOYSA-N,Oc1ccccc1C=Cc1ccccn1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H8ClNO2S2/c1-5(9-10(15)13-11(16)17-9)6-2-3-7(12)8(14)4-6/h2-4,14H,1H3,(H,13,15,16)",LMXHQXJTJXHYKD-UHFFFAOYSA-N,CC(=C1SC(=S)N=C1O)c1ccc(Cl)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H9NO2S2/c1-6(7-3-2-4-8(13)5-7)9-10(14)12-11(15)16-9/h2-5,13H,1H3,(H,12,14,15)",ZCPCMWDOKOEAKZ-UHFFFAOYSA-N,CC(=C1SC(=S)N=C1O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10O3S/c1-6(9(14)10(12)13)7-3-2-4-8(11)5-7/h2-5,11,14H,1H3,(H,12,13)",JTVAIDOSLGTTOD-UHFFFAOYSA-N,CC(=C(S)C(=O)O)c1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H9Cl2NO2/c14-8-4-5-11(12(15)6-8)13(18)16-9-2-1-3-10(17)7-9/h1-7,17H,(H,16,18)",AWPQVHUTPWEJMD-UHFFFAOYSA-N,OC(=Nc1cccc(O)c1)c1ccc(Cl)cc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H11ClN2O2/c15-12-7-3-1-5-10(12)9-16-17-14(19)11-6-2-4-8-13(11)18/h1-9,18H,(H,17,19)",UMWYHLIWMXZRQO-UHFFFAOYSA-N,OC(=NN=Cc1ccccc1Cl)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N2O2/c1-11(12-7-3-2-4-8-12)16-17-15(19)13-9-5-6-10-14(13)18/h2-10,18H,1H3,(H,17,19)",WFXWQJZQAHFAQN-UHFFFAOYSA-N,CC(=NN=C(O)c1ccccc1O)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H11ClN2O2/c15-12-7-5-10(6-8-12)14(19)17-16-9-11-3-1-2-4-13(11)18/h1-9,18H,(H,17,19)",OPSHLMMLTBIYMH-UHFFFAOYSA-N,O=C(NN=Cc1ccccc1O)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N2O2/c18-14-9-5-4-8-13(14)15(19)17-16-11-10-12-6-2-1-3-7-12/h1-9,11,18H,10H2,(H,17,19)",FZLZMAMMBJYULF-UHFFFAOYSA-N,OC(=NN=CCc1ccccc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N2O3/c1-20-14-9-5-2-6-11(14)10-16-17-15(19)12-7-3-4-8-13(12)18/h2-10,18H,1H3,(H,17,19)",HCQWOCUPHAMYRB-UHFFFAOYSA-N,COc1ccccc1C=NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H24N2O2/c1-3-4-5-6-7-10-13(2)17-18-16(20)14-11-8-9-12-15(14)19/h8-9,11-12,19H,3-7,10H2,1-2H3,(H,18,20)",DDKJYYXRWYGOHG-UHFFFAOYSA-N,CCCCCCCC(C)=NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H18Cl2N2O/c1-3-21(4-2)14-7-5-12(17(22)10-14)11-20-16-8-6-13(18)9-15(16)19/h5-11,22H,3-4H2,1-2H3",DINAEJLFKBMADM-UHFFFAOYSA-N,CCN(CC)c1ccc(C=Nc2ccc(Cl)cc2Cl)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H16ClNO2/c21-16-10-11-18(22-13-15-8-4-5-9-19(15)23)17(12-16)20(24)14-6-2-1-3-7-14/h1-12,22-23H,13H2",WXYJSUCGGAFENI-UHFFFAOYSA-N,O=C(c1ccccc1)c1cc(Cl)ccc1NCc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15NO2/c1-11(17)12-6-4-7-14(9-12)16-10-13-5-2-3-8-15(13)18/h2-9,16,18H,10H2,1H3",DDDJOGCEDFTFCN-UHFFFAOYSA-N,CC(=O)c1cccc(NCc2ccccc2O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H20N2O2/c17-14-5-2-1-4-13(14)12-15-6-3-7-16-8-10-18-11-9-16/h1-2,4-5,12,17H,3,6-11H2",MBZHORGUJVHIJX-UHFFFAOYSA-N,Oc1ccccc1C=NCCCN1CCOCC1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C26H44N2O3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-26(30)28-27-22-23-19-20-24(29)25(21-23)31-2/h19-22,29H,3-18H2,1-2H3,(H,28,30)",LSYWTAQGUIIHQF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=NN=Cc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H16N2O4/c1-20-12-6-7-14(21-2)13(9-12)17-15(19)16-10-4-3-5-11(18)8-10/h3-9,18H,1-2H3,(H2,16,17,19)",VEMXLBQOSPAFMV-UHFFFAOYSA-N,COc1ccc(OC)c(NC(O)=Nc2cccc(O)c2)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H9NO3S2/c1-15-8-4-6(2-3-7(8)13)5-9-10(14)12-11(16)17-9/h2-5,13H,1H3,(H,12,14,16)",OWXPWWRBBBGOLO-UHFFFAOYSA-N,COc1cc(C=C2SC(=S)N=C2O)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15N3O3/c1-21-14-8-10(6-7-13(14)19)9-17-18-15(20)11-4-2-3-5-12(11)16/h2-9,19H,16H2,1H3,(H,18,20)",RXJQWJMVEMUUPA-UHFFFAOYSA-N,COc1cc(C=NN=C(O)c2ccccc2N)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C25H42N2O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-21-25(29)27-26-22-23-19-17-18-20-24(23)28/h17-20,22,28H,2-16,21H2,1H3,(H,27,29)",KNNZLNWNAKCXSP-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(O)=NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H9Cl2NO/c14-10-6-5-9(11(15)7-10)8-16-12-3-1-2-4-13(12)17/h1-8,17H",UBZWRNKGIUVYLN-UHFFFAOYSA-N,Oc1ccccc1N=Cc1ccc(Cl)cc1Cl,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H17NO/c1-3-4-9-13-10(2)11-7-5-6-8-12(11)14/h5-8,14H,3-4,9H2,1-2H3",OXHZFLTWVLNLTM-UHFFFAOYSA-N,CCCCN=C(C)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H16N2O4/c1-2-22-15(20)11-6-8-12(9-7-11)17-16(21)18-13-4-3-5-14(19)10-13/h3-10,19H,2H2,1H3,(H2,17,18,21)",UQHGAIDXNMLFNV-UHFFFAOYSA-N,CCOC(=O)c1ccc(NC(O)=Nc2cccc(O)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H10F3NO2S/c15-14(16,17)9-5-1-2-6-10(9)18-13(20)21-12-8-4-3-7-11(12)19/h1-8,19H,(H,18,20)",VRHNZPYXHFSPBC-UHFFFAOYSA-N,OC(=Nc1ccccc1C(F)(F)F)Sc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H10Cl2N2O2/c14-11-5-4-8(6-12(11)15)13(19)17-16-9-2-1-3-10(18)7-9/h1-7,16,18H,(H,17,19)",GZSDBDDYPYQAKZ-UHFFFAOYSA-N,OC(=NNc1cccc(O)c1)c1ccc(Cl)c(Cl)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H16N2O3/c1-11-3-6-13(7-4-11)16(20)18-17-10-12-5-8-14(19)15(9-12)21-2/h3-10,19H,1-2H3,(H,18,20)",NMJRWEJFXCBJOQ-UHFFFAOYSA-N,COc1cc(C=NNC(=O)c2ccc(C)cc2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H11Cl2N3O3/c15-10-6-5-8(7-11(10)16)17-14(22)19-18-13(21)9-3-1-2-4-12(9)20/h1-7,20H,(H,18,21)(H2,17,19,22)",VUDLWAVSHACITA-UHFFFAOYSA-N,OC(=Nc1ccc(Cl)c(Cl)c1)NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H11Cl2N3O3/c15-8-5-6-10(16)11(7-8)17-14(22)19-18-13(21)9-3-1-2-4-12(9)20/h1-7,20H,(H,18,21)(H2,17,19,22)",WGBHOLBHVOMYDM-UHFFFAOYSA-N,OC(=Nc1cc(Cl)ccc1Cl)NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
