inchi_rea,inchikey_rea,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,reference
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,Oc1ccccc1-c1ccccc1O,"['151-21-3', '1310-73-2', '7722-84-1']",['7732-18-5'],[],90.0,"Phosphine ligand compound and preparation method thereof, catalyst composition and application thereof, and hydroformylation method of vinyl acetate using the same"
"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,Oc1ccccc1-c1ccccc1O,"['151-21-3', '1310-73-2', '7722-84-1']",['7732-18-5'],[],90.0,"Phosphine ligand compound and preparation method thereof, catalyst composition and application thereof, and hydroformylation method of vinyl acetate using the same"
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",90.0,Manufacture of disubstituted bisphenols
"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,Cc1ccc(O)c(-c2cc(C)ccc2O)c1,"['108-91-8', '7447-39-4', '7647-01-0', '108-24-7', '7664-38-2', '497-19-8', '1310-73-2', '7664-93-9']","['67-56-1', '7732-18-5']",[],88.0,Method for purification of disubstituted bisphenols
"InChI=1S/C9H10O/c1-7(2)8-3-5-9(10)6-4-8/h3-6,10H,1H2,2H3",JAGRUUPXPPLSRX-UHFFFAOYSA-N,C=C(C)c1ccc(O)cc1,C=C(C)c1ccc(O)c(-c2cc(C(=C)C)ccc2O)c1,['7782-44-7'],[],"['108-91-8', '10125-13-0']",90.0,Manufacture of disubstituted bisphenols
"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",QHPQWRBYOIRBIT-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(O)c(-c2cc(C(C)(C)C)ccc2O)c1,['7647-01-0'],"['67-56-1', '7732-18-5']",['27285-57-0'],90.0,Cu(II)-mediated phenol oxygenation: Chemical evidence implicates a unique role of the enzyme active site in promoting the chemically difficult tyrosine monooxygenation in TPQ cofactor biogenesis of copper amine oxidases
"InChI=1S/C13H20O/c1-9(2)10-6-7-12(14)11(8-10)13(3,4)5/h6-9,14H,1-5H3",KXLQULHLCDGRKG-UHFFFAOYSA-N,CC(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)c1cc(-c2cc(C(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",90.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C11H16O/c1-7(2)10-5-8(3)9(4)6-11(10)12/h5-7,12H,1-4H3",RFRYAUSWHSKOIY-UHFFFAOYSA-N,Cc1cc(O)c(C(C)C)cc1C,Cc1cc(C(C)C)c(O)c(-c2c(C)c(C)cc(C(C)C)c2O)c1C,[],[],"['110-18-9', '51198-11-9']",90.0,"Production of hexaalkyl-2,2'-biphenols and octaalkyl-2,2'-biphenols by catalytic oxidative coupling of substituted phenols"
"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3",OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,Cc1cc(O)c(-c2c(O)cc(C)c(Cl)c2C)c(C)c1Cl,[],['108-90-7'],['7447-39-4'],90.0,Oxidative coupling of 2-naphthols catalyzed by Cu-exchanged montmorillonite
"InChI=1S/C8H9ClO/c1-5-3-7(10)4-6(2)8(5)9/h3-4,10H,1-2H3",OSDLLIBGSJNGJE-UHFFFAOYSA-N,Cc1cc(O)cc(C)c1Cl,Cc1cc(O)c(-c2c(O)cc(C)c(Cl)c2C)c(C)c1Cl,[],['75-52-5'],['7446-70-0'],86.0,Lewis acid promoted construction of chromen-4-one and isoflavone scaffolds via regio- and chemoselective domino Friedel-Crafts acylation/Allan-Robinson reaction
"InChI=1S/C17H20O6/c1-21-13-5-3-4-6-14(13)23-16(10-18)17(20)11-7-8-12(19)15(9-11)22-2/h3-9,16-20H,10H2,1-2H3",PPZSOILKWHVNNS-UHFFFAOYSA-N,COc1cc(C(O)C(CO)Oc2ccccc2OC)ccc1O,COc1ccccc1OC(CO)C(O)c1cc(OC)c(O)c(-c2cc(C(O)C(CO)Oc3ccccc3OC)cc(OC)c2O)c1,['7722-84-1'],"['67-56-1', '7732-18-5']",['346594-19-2'],90.0,Salen complexes with bulky substituents as useful tools for biomimetic phenol oxidation research
"InChI=1S/C10H14O/c1-10(2,3)8-6-4-5-7-9(8)11/h4-7,11H,1-3H3",WJQOZHYUIDYNHM-UHFFFAOYSA-N,CC(C)(C)c1ccccc1O,CC(C)(C)c1cccc(-c2cccc(C(C)(C)C)c2O)c1O,[],['75-05-8'],['2366149-79-1'],89.0,"Structure, magnetism and reactivity of a {MnIII(μ-O)2MnIV}3+ core towards oxidation of phenols"
"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(-c2c(C)cc(C)c(C)c2O)c(O)c1C,"['64-19-7', '7782-44-7']",['108-88-3'],['1644540-08-8'],89.0,Enantioselective Vanadium-Catalyzed Oxidative Coupling: Development and Mechanistic Insights
"InChI=1S/C9H12O/c1-6-4-7(2)8(3)9(10)5-6/h4-5,10H,1-3H3",OGRAOKJKVGDSFR-UHFFFAOYSA-N,Cc1cc(C)c(C)c(O)c1,Cc1cc(C)c(-c2c(C)cc(C)c(C)c2O)c(O)c1C,"['64-19-7', '7782-44-7']",['108-88-3'],['1644540-08-8'],89.0,Asymmetric Oxidative Coupling of Phenols and Hydroxycarbazoles
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['151-21-3', '1310-58-3', '7722-84-1']",['7732-18-5'],['1594167-40-4'],89.0,"Cobalt complex of 3-hydroxy-2-quinoxaline carboxylic acid, preparation method and use"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['1310-73-2', '7782-44-7']",['67-56-1'],['1626344-93-1'],85.0,{Cu2+-Co3+-Cu2+} and {Cu2+-Fe3+-Cu2+} Heterobimetallic Complexes and Their Catalytic Properties
"InChI=1S/C11H15FO/c1-7-5-10(13)8(6-9(7)12)11(2,3)4/h5-6,13H,1-4H3",QIAJAPAPIQKNDQ-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1F,Cc1c(F)cc(C(C)(C)C)c(O)c1-c1c(C)c(F)cc(C(C)(C)C)c1O,['110-05-4'],['108-90-7'],[],89.0,Efficient Microwave Method for the Oxidative Coupling of Phenols
"InChI=1S/C19H24O/c1-18(2,3)16-13-15(11-12-17(16)20)19(4,5)14-9-7-6-8-10-14/h6-13,20H,1-5H3",UYHCLPYFSWPVDZ-UHFFFAOYSA-N,CC(C)(C)c1cc(C(C)(C)c2ccccc2)ccc1O,CC(C)(C)c1cc(C(C)(C)c2ccccc2)cc(-c2cc(C(C)(C)c3ccccc3)cc(C(C)(C)C)c2O)c1O,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",88.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C17H20O/c1-12-6-5-7-13(10-12)14-8-9-16(18)15(11-14)17(2,3)4/h5-11,18H,1-4H3",SHNFHFYHZCSNGT-UHFFFAOYSA-N,Cc1cccc(-c2ccc(O)c(C(C)(C)C)c2)c1,Cc1cccc(-c2cc(-c3cc(-c4cccc(C)c4)cc(C(C)(C)C)c3O)c(O)c(C(C)(C)C)c2)c1,"['7782-44-7', '75-66-1']",['75-09-2'],"['121-44-8', '64443-05-6', '104-15-4']",9.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C12H18O/c1-8-6-10(12(3,4)5)11(13)7-9(8)2/h6-7,13H,1-5H3",GDGFDAKCWRGGHW-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1C,Cc1cc(C(C)(C)C)c(O)c(-c2c(C)c(C)cc(C(C)(C)C)c2O)c1C,[],['67-68-5'],"['7440-05-3', '856925-70-7']",87.0,Magnetic methylene-based mesoporous organosilica composite-supported IL/Pd: a powerful and highly recoverable catalyst for oxidative coupling of phenols and naphthols
"InChI=1S/C12H18O/c1-8-6-10(12(3,4)5)11(13)7-9(8)2/h6-7,13H,1-5H3",GDGFDAKCWRGGHW-UHFFFAOYSA-N,Cc1cc(O)c(C(C)(C)C)cc1C,Cc1cc(C(C)(C)C)c(O)c(-c2c(C)c(C)cc(C(C)(C)C)c2O)c1C,['7782-44-7'],['107-06-2'],"['7440-18-8', '222835-30-5']",85.0,Selective Oxidative Homo- and Cross-Coupling of Phenols with Aerobic Catalysts
"InChI=1S/C8H10O3/c1-10-7-4-3-6(9)5-8(7)11-2/h3-5,9H,1-2H3",SMFFZOQLHYIRDA-UHFFFAOYSA-N,COc1ccc(O)cc1OC,COc1cc(O)c(-c2cc(OC)c(OC)cc2O)cc1OC,"['429-42-5', '24393-56-4']","['75-09-2', '920-66-1']",[],87.0,Radical α-addition involved electrooxidative [3 + 2] annulation of phenols and electron-deficient alkenes
"InChI=1S/C8H9ClO/c1-5-4-8(10)6(2)3-7(5)9/h3-4,10H,1-2H3",MMRJLQJSFOSVAM-UHFFFAOYSA-N,Cc1cc(Cl)c(C)cc1O,Cc1cc(Cl)c(C)c(-c2c(C)c(Cl)cc(C)c2O)c1O,['7705-08-0'],['75-52-5'],[],87.0,"Process for preparing 3,3',6,6'-tetraalkyl-2,2'-biphenols and 3,3',6,6'-tetraalkyl-5,5'-dihalo-2,2'-biphenols"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['905910-58-9', '7782-44-7']",['75-09-2'],[],43.0,Phenol Nitration Induced by an {Fe(NO)2}10 Dinitrosyl Iron Complex
"InChI=1S/C14H22O/c1-13(2,3)10-7-11(14(4,5)6)9-12(15)8-10/h7-9,15H,1-6H3",ZDWSNKPLZUXBPE-UHFFFAOYSA-N,CC(C)(C)c1cc(O)cc(C(C)(C)C)c1,CC(C)(C)c1cc(O)c(-c2c(O)cc(C(C)(C)C)cc2C(C)(C)C)c(C(C)(C)C)c1,['110-05-4'],['107-06-2'],[],86.0,Visible-Light-Driven di-t-Butyl Peroxide-Promoted the Oxidative Homo- and Cross-Coupling of Phenols
"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1,CC(=O)Nc1ccc(O)c(-c2cc(NC(C)=O)ccc2O)c1,['75-91-2'],['108-88-3'],['7705-08-0'],86.0,"Preparation of N,N'-(6,6'-dihydroxy-[1,1'-biphenyl]-3,3'-diyl)diacetamide as paracetamol impurity"
"InChI=1S/C20H20O/c1-20(2,3)18-13-17(10-11-19(18)21)16-9-8-14-6-4-5-7-15(14)12-16/h4-13,21H,1-3H3",RRVVCCMXWFMBON-UHFFFAOYSA-N,CC(C)(C)c1cc(-c2ccc3ccccc3c2)ccc1O,CC(C)(C)c1cc(-c2ccc3ccccc3c2)cc(-c2cc(-c3ccc4ccccc4c3)cc(C(C)(C)C)c2O)c1O,"['7782-44-7', '75-66-1']",['75-09-2'],"['121-44-8', '64443-05-6', '104-15-4']",12.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,"['7681-11-0', '7782-44-7', '7772-98-7', '7647-01-0']","['67-68-5', '7732-18-5']","['30931-67-0', '80498-15-3']",,Efficient and sustainable laccase-catalyzed iodination of p-substituted phenols using KI as iodine source and aerial O2 as oxidant
"InChI=1S/C17H20O2/c1-17(2,3)15-11-13(8-9-16(15)18)12-6-5-7-14(10-12)19-4/h5-11,18H,1-4H3",ZNQROGZUPLIHRW-UHFFFAOYSA-N,COc1cccc(-c2ccc(O)c(C(C)(C)C)c2)c1,COc1cccc(-c2cc(-c3cc(-c4cccc(OC)c4)cc(C(C)(C)C)c3O)c(O)c(C(C)(C)C)c2)c1,"['7782-44-7', '75-66-1']",['75-09-2'],"['121-44-8', '64443-05-6', '104-15-4']",11.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C17H20O2/c1-17(2,3)15-11-13(8-9-16(15)18)12-6-5-7-14(10-12)19-4/h5-11,18H,1-4H3",ZNQROGZUPLIHRW-UHFFFAOYSA-N,COc1cccc(-c2ccc(O)c(C(C)(C)C)c2)c1,COc1cccc(-c2cc(-c3cc(-c4cccc(OC)c4)cc(C(C)(C)C)c3O)c(O)c(C(C)(C)C)c2)c1,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']","['121-44-8', '7758-89-6']",85.0,Controlling the Catalytic Aerobic Oxidation of Phenols
"InChI=1S/C12H16O3/c1-5-9-7(2)6-10(13)11(8(9)3)12(14)15-4/h6,13H,5H2,1-4H3",YJRUQVMVDFFAGZ-UHFFFAOYSA-N,CCc1c(C)cc(O)c(C(=O)OC)c1C,CCc1c(C)c(C(=O)OC)c(O)c(-c2c(C)c(CC)c(C)c(C(=O)OC)c2O)c1C,['7782-44-7'],"['67-56-1', '7732-18-5']",['80498-15-3'],85.0,Laccase-catalyzed carbon-carbon bond formation: oxidative dimerization of salicylic esters by air in aqueous solution
"InChI=1S/C12H15ClO3/c1-7-6-10(14)11(12(15)16-3)8(2)9(7)4-5-13/h6,14H,4-5H2,1-3H3",DUFDWQNZYDZLPA-UHFFFAOYSA-N,COC(=O)c1c(O)cc(C)c(CCCl)c1C,COC(=O)c1c(C)c(CCCl)c(C)c(-c2c(C)c(CCCl)c(C)c(C(=O)OC)c2O)c1O,['7782-44-7'],"['67-56-1', '7732-18-5']",['80498-15-3'],85.0,Laccase-catalyzed carbon-carbon bond formation: oxidative dimerization of salicylic esters by air in aqueous solution
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['7782-44-7', '7681-38-1']","['75-09-2', '7732-18-5']",['2338538-97-7'],83.0,Catalytic Aerobic Phenol Homo- and Cross-Coupling Reactions with Copper Complexes Bearing Redox-Active Guanidine Ligands
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],['75-05-8'],"['121-44-8', '7447-39-4', '16455-64-4', '2012528-38-8']",83.0,Oxidation of Organic Molecules with a Redox-Active Guanidine Catalyst
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],['67-56-1'],"['83347-89-1', '110-18-9']",83.0,Preparation of biphenols by oxidative coupling of alkylphenols using a recyclable copper catalyst
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],['67-56-1'],"['110-18-9', '7758-89-6']",83.0,Preparation of tetraalkylbiphenols by the oxidative coupling of dialkylphenols using a recyclable cuprous halide-diamine complex catalyst
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['7782-44-7'],['67-56-1'],['7758-89-6'],83.0,Preparation of tetraalkylbiphenols by the oxidative coupling of dialkylphenols using a copper-amino complex catalyst
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,[],['75-09-2'],['1987857-51-1'],82.0,Changing the chemical and physical properties of high valent heterobimetallic bis-(μ-oxido) Cu-Ni complexes by ligand effects
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['14354-50-8'],['71-43-2'],[],82.0,Oxidations of Hydrocarbons by Manganese(III) Tris(hexafluoroacetylacetonate)
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['107-15-3', '7722-84-1']",['67-56-1'],['7447-39-4'],80.0,"Preparation of bisphosphite as catalyst for producing 1,9-nonanedial"
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,[],['75-09-2'],"['109-76-2', '16004-08-3']",80.0,Computer-aided synthesis of dimerized eugenol
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['143-07-7', '1310-73-2', '7722-84-1', '7757-83-7']",['7732-18-5'],[],78.0,Process for manufacturing solid organic compounds
"InChI=1S/C14H22O/c1-13(2,3)10-7-8-12(15)11(9-10)14(4,5)6/h7-9,15H,1-6H3",ICKWICRCANNIBI-UHFFFAOYSA-N,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,['118-75-2'],[],[],78.0,"Novel spherand-type calixarenes - synthesis, conformational studies, and isomer separation"
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,"['7664-41-7', '13746-66-2', '7647-01-0']","['67-64-1', '7732-18-5']",[],82.0,"A dieugenol-based epoxy monomer with high bio-based content, low viscosity and low flammability"
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,['1310-73-2'],"['67-56-1', '7732-18-5']",['13106-24-6'],80.0,Sustainable access to biobased biphenol epoxy resins by electrochemical dehydrogenative dimerization of eugenol
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,"['1336-21-6', '13746-66-2', '7647-01-0']","['67-64-1', '7732-18-5']",[],80.0,Microwave-assisted embedding of bis-vanillin and bis-eugenol into SBA-15: synthesis of chemosensors precursors for the detection of metal cations
"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",RRAFCDWBNXTKKO-UHFFFAOYSA-N,C=CCc1ccc(O)c(OC)c1,C=CCc1cc(OC)c(O)c(-c2cc(CC=C)cc(OC)c2O)c1,[],['75-09-2'],"['109-76-2', '16004-08-3']",79.0,Computer-aided synthesis of dimerized eugenol
"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",NWVVVBRKAWDGAB-UHFFFAOYSA-N,COc1ccc(O)cc1,COc1ccc(O)c(-c2cc(OC)ccc2O)c1,"['7446-70-0', '7705-08-0', '7647-01-0']","['75-52-5', '7732-18-5']",[],80.0,Radical-scavenging activity and cytotoxicity of p-methoxyphenol and p-cresol dimers
"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",NWVVVBRKAWDGAB-UHFFFAOYSA-N,COc1ccc(O)cc1,COc1ccc(O)c(-c2cc(OC)ccc2O)c1,"['7446-70-0', '7705-08-0']",['75-52-5'],[],80.0,Oxidative coupling of dichloroaluminum phenolates: highly selective synthesis of hydroxylated bi- and tetraaryls
"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",NWVVVBRKAWDGAB-UHFFFAOYSA-N,COc1ccc(O)cc1,COc1ccc(O)c(-c2cc(OC)ccc2O)c1,"['7446-70-0', '7705-08-0']",['75-52-5'],[],78.0,"Regiochemical control in the oxidative coupling of metal phenolates: highly selective synthesis of symmetric, hydroxylated biaryls"
"InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3",NWVVVBRKAWDGAB-UHFFFAOYSA-N,COc1ccc(O)cc1,COc1ccc(O)c(-c2cc(OC)ccc2O)c1,"['497-19-8', '7782-44-7', '7647-01-0']","['67-56-1', '7732-18-5']",['28903-71-1'],75.0,Cobalt(II)-Porphyrin-Catalyzed Aerobic Oxidation: Oxidative Coupling of Phenols
"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['151-21-3', '1310-73-2', '7722-84-1']",['7732-18-5'],[],82.0,"Preparation of 2,2'-dihydroxy-3,3'-di-tert-butyl-5,5'-dimethoxy-1,1'-biphenol via oxidative homo-coupling of 3-tert-butyl-4-hydroxyanisol"
"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,"['497-19-8', '7782-44-7', '7647-01-0']","['67-56-1', '7732-18-5']",['28903-71-1'],80.0,Cobalt(II)-Porphyrin-Catalyzed Aerobic Oxidation: Oxidative Coupling of Phenols
"InChI=1S/C11H16O2/c1-11(2,3)9-7-8(13-4)5-6-10(9)12/h5-7,12H,1-4H3",MRBKEAMVRSLQPH-UHFFFAOYSA-N,COc1ccc(O)c(C(C)(C)C)c1,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,[],['75-09-2'],"['109-76-2', '16004-08-3']",80.0,Computer-aided synthesis of dimerized eugenol
"InChI=1S/C11H16O/c1-4-5-10-9(3)6-8(2)7-11(10)12/h6-7,12H,4-5H2,1-3H3",FFEBZYTUVUAZHA-UHFFFAOYSA-N,CCCc1c(C)cc(C)cc1O,CCCc1c(C)cc(C)c(-c2c(C)cc(C)c(CCC)c2O)c1O,"['64-19-7', '7782-44-7']",['108-88-3'],['1644540-08-8'],80.0,Enantioselective Vanadium-Catalyzed Oxidative Coupling: Development and Mechanistic Insights
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",PETRWTHZSKVLRE-UHFFFAOYSA-N,COc1cc(C)ccc1O,COc1cc(C)cc(-c2cc(C)cc(OC)c2O)c1O,['82444-42-6'],['75-09-2'],[],81.0,The preparation of rigid linear di- (and tri-)catechol derivatives
"InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3",PETRWTHZSKVLRE-UHFFFAOYSA-N,COc1cc(C)ccc1O,COc1cc(C)cc(-c2cc(C)cc(OC)c2O)c1O,[],['75-09-2'],"['109-76-2', '16004-08-3']",80.0,Computer-aided synthesis of dimerized eugenol
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",MWOOGOJBHIARFG-UHFFFAOYSA-N,COc1cc(C=O)ccc1O,COc1cc(C=O)cc(-c2cc(C=O)cc(OC)c2O)c1O,['7727-21-1'],['7732-18-5'],['7783-85-9'],82.0,The synthesis and analysis of advanced lignin model polymers
